TRN_STATUS,AMOUNT,RESPONSE_CODE,BENEFICIARY_CODE,INITIATION_MODE,day,hour,minute,weekday,TRANSACTION_TYPE_ENC,PAYER_VPA_ENC,PAYER_IFSC_ENC,PAYER_ACCOUNT_ENC,BENEFICIARY_VPA_ENC,BENEFICIARY_IFSC_ENC,BENEFICIARY_ACCOUNT_ENC,DEVICE_ID_ENC,IP_ADDRESS_ENC,LATITUDE_ENC,LONGITUDE_ENC,IS_FRAUD
0,60.0,0,0,0,5,9,20,2,0,177,103,109,466,17,382,143,414,303,302,0
0,1000.0,0,0,0,5,13,19,2,0,249,93,98,467,324,383,130,415,304,303,1
0,501.0,0,0,0,5,12,58,2,0,232,126,134,400,47,323,184,416,305,304,0
0,1300.0,0,0,0,5,21,42,2,0,58,42,42,468,325,384,49,73,35,36,0
0,1996.0,0,6540,0,5,21,30,2,1,250,128,137,469,43,33,192,417,306,305,0
0,24000.0,0,7296,0,5,19,25,2,1,56,41,41,129,101,107,48,418,307,306,0
0,5102.0,0,0,0,5,12,33,2,0,232,126,134,470,326,385,184,416,305,304,1
0,1000.0,0,0,0,5,17,12,2,0,251,129,138,471,327,386,193,419,35,36,0
0,5000.0,0,822,0,5,0,13,2,1,170,36,36,55,49,50,42,228,15,15,1
0,200.0,0,7221,0,5,11,1,2,1,252,29,48,472,11,11,194,420,308,307,0
0,2500.0,0,0,0,5,12,54,2,0,253,46,46,473,328,387,195,421,309,308,0
0,2250.0,0,0,0,5,12,51,2,0,254,114,120,474,329,388,160,283,23,24,0
0,1000.0,0,0,0,5,21,32,2,0,27,21,21,475,330,389,27,57,48,49,0
0,500.0,0,0,0,5,7,49,2,0,255,39,132,476,331,390,45,422,310,309,0
0,20000.0,0,0,0,5,16,54,2,0,45,37,37,477,332,391,43,61,35,36,0
0,1.0,0,0,0,5,16,55,2,0,256,125,139,478,333,392,196,423,311,310,0
0,200.0,0,0,0,5,18,52,2,0,233,34,34,479,334,393,40,424,263,311,0
0,15000.0,0,0,0,5,14,24,2,0,87,44,44,123,97,102,71,425,312,312,0
0,30.0,0,0,0,5,7,33,2,0,116,71,72,480,335,394,94,426,313,313,0
0,19.0,0,4814,0,5,18,47,2,1,231,68,69,48,43,33,91,150,23,24,0
0,4000.0,0,0,0,5,20,35,2,0,58,42,42,481,336,395,49,73,35,36,0
0,150.0,0,0,0,5,20,18,2,0,25,19,19,482,337,396,25,427,314,189,0
0,1400.0,0,0,0,5,13,52,2,0,66,46,46,81,68,69,54,428,309,308,0
0,1.0,0,0,0,5,13,47,2,0,29,23,23,483,338,397,29,429,315,314,0
0,1.0,0,0,0,5,0,1,2,0,27,21,21,77,64,65,27,430,316,315,0
0,2000.0,0,0,0,5,13,19,2,0,234,43,43,404,62,63,50,431,147,148,0
0,7000.0,0,0,0,5,22,11,2,0,225,52,130,484,339,398,180,432,317,316,0
0,5000.0,0,0,0,5,17,57,2,0,224,39,132,58,340,399,45,433,318,241,1
0,1500.0,0,0,0,5,11,14,2,0,58,42,42,485,232,400,49,73,35,36,0
0,37000.0,0,7296,0,5,19,42,2,1,56,41,41,129,101,107,48,418,307,306,0
0,22.0,0,4814,0,5,18,41,2,1,179,104,110,265,11,36,144,434,319,317,0
0,19.0,0,4814,0,5,17,1,2,1,100,64,65,231,14,14,82,435,320,113,0
0,400.0,0,6540,0,5,20,48,2,1,250,128,137,486,32,33,192,417,306,305,0
0,5000.0,0,7230,0,5,18,38,2,1,15,12,12,132,14,32,15,22,15,15,0
0,5000.0,0,0,0,5,6,52,2,0,71,48,39,487,341,401,58,338,247,241,0
0,260.0,0,0,0,5,9,59,2,0,58,42,42,488,342,402,49,73,35,36,0
0,1.0,0,0,0,5,8,21,2,0,112,68,69,489,343,403,91,150,23,24,0
0,1825.0,0,0,0,5,14,56,2,0,94,60,61,416,179,337,78,436,321,318,0
0,750.0,0,0,0,5,6,24,2,0,33,27,27,84,53,55,33,42,35,36,1
0,750.0,0,0,0,5,6,12,2,0,33,27,27,84,53,55,33,42,35,36,1
0,59.0,0,4121,0,5,15,34,2,1,257,6,6,347,11,36,197,437,322,319,0
0,10.0,0,0,0,5,2,44,2,0,258,76,79,490,344,404,198,438,323,320,0
0,20000.0,0,0,0,5,11,30,2,0,259,130,140,491,139,405,199,439,324,321,0
0,4000.0,0,0,0,5,10,54,2,0,98,62,63,492,345,406,80,440,130,322,0
0,20.0,0,0,0,5,21,32,2,0,53,40,40,493,346,407,47,441,291,323,0
0,472.0,0,0,0,5,12,53,2,0,260,131,141,494,347,408,200,442,23,24,0
0,5000.0,0,0,0,5,17,31,2,0,31,25,25,37,35,37,31,40,23,24,1
0,17500.0,0,0,0,5,8,40,2,0,63,38,38,57,51,52,44,80,64,64,1
0,5000.0,0,0,0,5,21,3,2,0,87,44,44,123,97,102,71,443,325,324,0
0,50.0,0,0,0,5,10,31,2,0,236,91,96,415,291,336,185,367,15,15,0
0,40000.0,0,0,0,5,14,43,2,0,261,71,135,495,348,409,201,444,272,325,0
0,1000.0,0,0,0,5,7,49,2,0,96,39,39,476,331,390,45,445,310,309,0
0,100.0,0,0,0,5,20,41,2,0,187,31,31,285,24,235,135,446,326,326,0
0,15000.0,0,0,0,5,18,56,2,0,63,38,38,496,349,410,44,140,108,108,1
0,1.0,0,0,0,5,20,43,2,0,24,18,18,497,350,411,24,365,266,263,0
0,25000.0,0,0,0,5,12,7,2,0,82,53,54,498,351,412,66,447,327,327,0
0,8000.0,0,7230,0,5,18,46,2,1,15,12,12,132,14,32,15,22,15,15,0
0,50000.0,0,6211,0,5,9,58,2,1,262,132,142,499,132,413,202,448,35,36,0
0,1000.0,0,0,0,5,14,0,2,0,223,124,131,500,47,414,179,449,328,328,0
0,1500.0,0,0,0,5,11,47,2,0,69,29,48,501,352,415,56,88,15,15,0
0,8000.0,0,0,0,5,11,46,2,0,69,29,48,501,352,415,56,88,15,15,0
0,20000.0,0,0,0,5,13,56,2,0,183,106,112,425,91,346,148,253,23,24,1
0,808.5,0,4900,0,5,5,57,2,1,178,24,24,502,11,36,30,450,329,183,0
0,22.0,0,4814,0,5,20,9,2,1,155,45,45,178,132,145,124,206,15,15,0
0,1000.0,0,0,0,5,11,43,2,0,66,46,46,503,353,416,54,428,309,308,1
0,15000.0,0,0,0,5,11,39,2,0,32,26,26,504,354,417,32,41,15,15,1
0,500.0,0,0,0,5,9,46,2,0,263,133,143,505,355,418,203,451,330,329,0
0,69.0,0,4814,0,5,18,24,2,1,91,32,32,178,132,145,75,114,15,15,0
0,999.0,0,0,0,5,0,2,2,0,27,21,21,77,64,65,27,430,316,315,0
0,1000.0,0,0,0,5,0,3,2,0,27,21,21,52,47,48,27,430,316,315,0
0,20.0,0,5812,0,5,15,44,2,1,77,29,52,506,11,11,63,452,331,330,0
0,1000.0,0,0,0,5,11,12,2,0,234,43,43,404,62,63,50,276,203,203,0
0,200.0,0,0,0,5,20,32,2,0,264,129,138,507,356,419,204,453,20,21,0
0,50.0,0,0,0,5,10,6,2,0,265,97,102,508,357,420,205,454,35,36,1
0,1.0,0,0,0,5,11,56,2,0,107,66,67,146,111,120,88,455,274,331,0
0,900.0,0,0,0,5,14,3,2,0,66,46,46,81,68,69,54,456,332,308,0
0,500.0,0,0,0,5,17,46,2,0,79,30,30,105,84,88,36,397,41,288,0
0,202.0,0,4814,0,5,13,5,2,1,266,134,144,259,32,33,206,457,333,332,0
0,350.0,0,0,0,5,17,45,2,0,89,57,58,509,358,421,73,311,229,80,0
0,3000.0,0,0,0,5,12,37,2,0,64,45,45,510,331,422,52,458,334,66,0
0,700.0,0,0,0,5,15,0,2,0,60,43,43,70,62,63,50,123,95,95,0
0,200.0,0,0,0,5,19,14,2,0,127,75,78,511,359,423,102,459,335,333,0
0,15000.0,0,0,0,5,11,49,2,0,69,29,48,501,352,415,56,88,15,15,0
0,50.0,0,0,0,5,11,51,2,0,267,58,59,512,118,424,76,460,336,334,0
0,10000.0,0,0,0,5,16,20,2,0,72,5,5,127,46,106,7,57,72,72,0
0,19.0,0,4814,0,5,17,54,2,1,157,90,94,178,132,145,126,372,271,268,0
0,50000.0,0,0,0,5,13,12,2,0,67,26,26,513,35,425,32,57,337,335,1
0,10000.0,0,0,0,5,11,34,2,0,35,23,23,514,360,426,29,461,38,336,0
0,1.0,0,0,0,5,2,53,2,0,258,76,79,515,361,427,198,462,338,320,0
0,4555.0,0,4784,0,5,11,37,2,1,268,100,106,516,11,36,207,463,35,36,1
0,1.0,0,0,0,5,20,7,2,0,51,26,26,62,55,38,46,66,52,53,0
0,1.0,0,0,0,5,11,37,2,0,107,66,67,517,362,428,88,455,274,331,0
0,1000.0,0,0,0,5,7,59,2,0,48,39,39,476,331,390,45,464,71,73,0
0,5000.0,0,4784,0,5,12,17,2,1,268,100,106,516,11,36,207,463,35,36,1
0,25000.0,0,0,0,5,12,8,2,0,82,53,54,498,351,412,66,447,327,327,0
0,62200.0,0,0,0,5,9,58,2,0,11,9,9,518,363,429,11,401,281,290,1
0,750.0,0,0,0,5,6,34,2,0,33,27,27,84,53,55,33,42,35,36,1
0,5000.0,0,0,0,5,6,34,2,0,71,48,39,487,341,401,58,338,247,241,0
0,5000.0,0,0,0,5,13,54,2,0,183,106,112,425,91,346,148,253,23,24,1
0,1816.0,0,0,0,5,16,16,2,0,202,116,122,519,364,430,162,380,279,276,0
0,349.0,0,4814,0,5,13,47,2,1,269,99,105,520,13,431,208,465,339,337,0
0,500.0,0,0,0,5,13,19,2,0,130,78,81,521,365,432,105,175,15,15,0
0,170.0,0,0,0,5,13,18,2,0,40,33,33,522,366,433,39,52,23,24,0
0,5000.0,0,0,0,5,10,8,2,0,67,26,26,523,47,434,32,466,340,338,0
0,222.0,0,0,0,5,20,28,2,0,211,121,127,524,367,435,171,313,230,225,0
0,4001.0,0,0,0,5,14,10,2,0,270,135,145,525,13,436,209,467,23,24,1
0,300.0,0,0,0,5,16,40,2,0,89,57,58,509,358,421,73,468,341,80,0
0,30000.0,0,0,0,5,12,0,2,0,143,84,88,526,368,437,114,469,342,339,0
0,15.0,0,4121,0,5,20,54,2,1,207,78,81,347,11,36,167,302,15,15,0
0,150.0,0,0,0,5,7,52,2,0,29,23,23,460,35,377,29,470,343,340,0
0,2000.0,0,0,0,5,7,56,2,0,48,39,39,476,331,390,45,464,71,73,0
0,302.0,0,4814,0,5,20,48,2,1,53,40,40,189,43,33,47,441,291,323,0
0,4000.0,0,0,0,5,12,0,2,0,58,42,42,527,369,438,49,73,35,36,1
0,2499.0,0,0,0,5,6,49,2,0,33,27,27,84,53,55,33,42,35,36,1
0,5600.0,0,0,0,5,17,44,2,0,79,30,30,528,370,439,36,397,41,288,0
0,29332.0,0,0,0,5,15,24,2,0,271,136,146,529,371,440,210,471,344,341,1
0,297.0,0,0,0,5,9,54,2,0,66,46,46,81,68,69,54,428,309,308,0
0,2900.0,0,0,0,5,11,47,2,0,34,28,28,40,38,40,34,43,36,37,1
0,1.0,0,0,0,5,18,29,2,0,57,41,41,530,372,441,48,472,345,342,0
0,13540.0,0,0,0,5,13,51,2,0,29,23,23,483,338,397,29,429,315,314,0
0,5000.0,0,4784,0,5,11,33,2,1,268,100,106,516,11,36,207,463,35,36,1
0,3000.0,0,0,0,5,17,31,2,0,31,25,25,37,35,37,31,40,23,24,1
0,2472.0,0,6012,0,5,21,23,2,1,164,96,101,531,13,374,133,473,346,343,0
0,120.0,0,5814,0,5,13,8,2,1,39,32,32,532,12,442,38,51,15,15,0
0,3000.0,0,0,0,5,13,8,2,0,143,84,88,533,373,443,114,474,347,344,0
0,21500.0,0,0,0,5,9,2,2,0,63,38,38,57,51,52,44,80,64,64,1
0,6000.0,0,0,0,6,9,15,3,0,20,16,16,91,24,75,20,475,75,345,1
0,2000.0,0,0,0,6,11,38,3,0,48,39,39,534,354,444,45,476,348,346,1
0,3500.0,0,0,0,6,9,3,3,0,75,49,49,535,13,77,61,97,23,24,0
0,12000.0,0,0,0,6,8,52,3,0,183,106,112,425,91,346,148,253,23,24,1
0,95000.0,0,0,0,6,11,20,3,0,113,69,70,536,374,445,92,151,23,24,1
0,5799.0,0,0,0,6,11,16,3,0,184,107,113,537,375,446,149,254,23,24,1
0,1000.0,0,0,0,6,11,5,3,0,68,47,47,538,376,447,55,143,111,111,0
0,500.0,0,0,0,6,11,5,3,0,58,42,42,539,377,448,49,73,35,36,0
0,3000.0,0,0,0,6,12,42,3,0,100,64,65,540,378,449,82,477,101,347,0
0,201.9,0,4899,0,6,7,19,3,1,24,18,18,414,132,145,24,365,266,263,0
0,10000.0,0,0,0,6,12,37,3,0,25,19,19,419,294,340,25,478,349,348,0
0,2020.0,0,0,0,6,12,37,3,0,272,137,147,541,379,450,211,479,23,24,1
0,2499.0,0,0,0,6,10,25,3,0,33,27,27,60,53,55,33,42,35,36,1
0,10.0,0,0,0,6,10,1,3,0,170,36,36,542,380,451,42,228,15,15,0
0,29.0,0,4814,0,5,20,7,2,1,273,94,99,335,32,33,176,326,23,24,0
0,15000.0,0,0,0,5,11,34,2,0,67,26,26,543,47,452,32,480,68,349,0
0,26.0,0,4814,0,5,16,7,2,1,271,136,146,544,43,33,210,481,350,350,0
0,2000.0,0,0,0,5,16,7,2,0,98,62,63,545,160,179,80,334,154,238,0
0,1996.0,0,6540,0,5,21,26,2,1,250,128,137,469,43,33,192,417,306,305,1
0,10000.0,0,0,0,5,15,31,2,0,35,23,23,546,381,453,29,482,351,351,0
0,501.0,0,0,0,5,13,6,2,0,232,126,134,547,382,454,184,483,352,352,0
0,1500.0,0,0,0,6,9,28,3,0,29,23,23,548,383,455,29,484,38,353,0
0,90.0,0,0,0,6,11,46,3,0,12,1,1,549,384,456,12,485,353,354,0
0,5000.0,0,0,0,6,9,22,3,0,62,40,40,75,57,58,47,486,354,355,0
0,8000.0,0,0,0,6,9,18,3,0,75,49,49,94,13,77,61,97,23,24,1
0,4000.0,0,0,0,6,9,15,3,0,75,49,49,94,13,77,61,97,23,24,1
0,20.0,0,0,0,6,9,15,3,0,274,138,148,550,385,457,212,487,355,356,0
0,4800.0,0,0,0,6,11,30,3,0,77,29,52,551,35,458,63,99,78,78,0
0,4800.0,0,0,0,6,11,31,3,0,77,29,52,551,35,458,63,99,78,78,0
0,5550.0,0,0,0,6,11,25,3,0,33,27,27,60,53,55,33,488,356,357,1
0,20.0,0,0,0,6,11,24,3,0,198,12,84,552,386,459,108,180,23,24,0
0,200.0,0,4784,0,6,11,18,3,1,24,18,18,553,132,145,24,489,357,358,0
0,10000.0,0,5331,0,6,8,48,3,1,275,67,68,554,387,460,213,490,358,359,0
0,1000.0,0,0,0,6,11,6,3,0,276,47,47,555,388,461,55,143,111,111,0
0,1500.0,0,0,0,6,11,6,3,0,68,47,47,556,389,462,55,143,111,111,0
0,202.0,0,4814,0,6,8,25,3,1,40,33,33,88,32,33,39,52,23,24,0
0,10000.0,0,0,0,6,8,16,3,0,72,5,5,86,70,71,7,491,228,360,0
0,6000.0,0,0,0,6,10,42,3,0,159,91,96,557,171,463,128,351,256,252,0
0,6000.0,0,0,0,6,10,26,3,0,64,45,45,558,390,464,52,492,359,145,0
0,10000.0,0,0,0,6,12,34,3,0,51,26,26,559,391,465,46,493,360,53,1
0,25000.0,0,0,0,6,12,33,3,0,51,26,26,559,391,465,46,493,360,53,1
0,1995.0,0,0,0,6,10,5,3,0,98,62,63,545,160,179,80,494,361,238,0
0,46449.0,0,7622,0,6,3,14,3,1,258,76,79,560,392,466,198,495,23,24,1
0,48620.0,0,7622,0,6,3,15,3,1,258,76,79,560,392,466,198,495,23,24,1
0,500.0,0,0,0,6,10,0,3,0,58,42,42,488,342,402,49,73,35,36,0
0,990.0,0,0,0,6,9,55,3,0,277,139,149,561,73,467,214,496,362,361,1
0,10000.0,0,0,0,6,9,46,3,0,20,16,16,93,24,76,20,57,363,98,1
0,4500.0,0,0,0,6,9,36,3,0,20,16,16,91,24,75,20,57,363,98,1
0,3000.0,0,0,0,6,13,38,3,0,169,51,51,562,393,468,62,98,77,77,0
0,1000.0,0,0,0,6,14,50,3,0,157,90,94,226,163,184,126,497,364,362,0
0,5250.0,0,5411,0,6,17,34,3,1,83,52,53,107,74,11,67,498,80,80,1
0,551.0,0,0,0,6,20,10,3,0,88,56,57,563,394,469,72,111,15,15,0
0,8000.0,0,0,0,6,19,10,3,0,87,44,44,123,97,102,71,261,86,193,0
0,25000.0,0,0,0,6,12,45,3,0,278,3,103,564,46,470,215,499,365,363,1
0,1507.0,0,0,0,6,12,46,3,0,81,32,32,104,83,87,65,57,110,110,1
0,3400.0,0,0,0,6,12,47,3,0,200,114,120,565,395,471,160,500,105,364,1
0,9831.0,0,0,0,6,12,46,3,0,200,114,120,565,395,471,160,500,105,364,1
0,100.0,0,0,0,6,10,14,3,0,138,1,1,191,143,156,99,501,26,6,0
0,500.0,0,0,0,6,5,19,3,0,68,47,47,566,396,472,55,143,111,111,0
0,6000.0,0,7230,0,6,5,8,3,1,15,12,12,132,14,32,15,22,15,15,0
0,4000.0,0,6540,0,6,4,12,3,1,258,76,79,567,32,33,198,495,23,24,1
0,5000.0,0,4784,0,5,11,36,2,1,268,100,106,516,11,36,207,463,35,36,1
0,2500.0,0,0,0,5,9,42,2,0,24,18,18,568,13,473,24,365,266,263,0
0,4200.0,0,0,0,5,12,52,2,0,24,18,18,569,397,474,24,502,366,365,1
0,45891.0,0,0,0,5,15,3,2,0,72,5,5,570,398,475,7,57,72,72,1
0,5000.0,0,0,0,5,17,28,2,0,279,127,136,571,13,476,188,503,23,24,1
0,7039.0,0,8043,0,5,11,10,2,1,24,18,18,572,399,477,24,504,366,67,0
0,15000.0,0,822,0,5,9,5,2,1,44,36,36,55,49,50,42,60,35,36,0
0,10.0,0,0,0,5,15,30,2,0,280,122,128,573,57,478,216,505,15,15,0
0,1510.0,0,0,0,6,9,28,3,0,20,16,16,91,24,75,20,506,75,366,1
0,4800.0,0,0,0,6,11,38,3,0,77,29,52,574,400,479,63,99,78,78,1
0,7500.0,0,0,0,6,9,11,3,0,75,49,49,94,13,77,61,97,23,24,1
0,5000.0,0,0,0,6,9,12,3,0,71,48,39,487,341,401,58,507,367,367,0
0,54.0,0,0,0,6,9,4,3,0,281,140,150,575,171,480,217,508,368,368,0
0,897.0,0,0,0,6,11,15,3,0,154,88,92,576,13,481,123,509,153,369,0
0,10000.0,0,5621,0,6,8,36,3,1,275,67,68,577,401,482,213,490,358,359,1
0,200.0,0,0,0,6,11,6,3,0,68,47,47,578,47,483,55,143,111,111,0
0,10000.0,0,0,0,6,8,16,3,0,72,5,5,127,46,106,7,491,228,360,0
0,3100.0,0,0,0,6,10,54,3,0,40,33,33,579,402,484,39,52,23,24,0
0,1500.0,0,0,0,6,10,52,3,0,98,62,63,580,403,485,80,296,130,107,0
0,2000.0,0,0,0,6,10,47,3,0,156,89,93,314,227,256,125,207,15,15,0
0,1.0,0,0,0,6,10,31,3,0,238,100,106,581,139,486,140,239,23,24,0
0,1560.0,0,0,0,6,12,40,3,0,81,32,32,104,83,87,65,57,110,110,1
0,20000.0,0,0,0,6,12,37,3,0,25,19,19,419,294,340,25,510,369,348,0
0,1000.0,0,0,0,6,10,23,3,0,100,64,65,582,404,487,82,511,320,101,0
0,1010.0,0,0,0,6,10,3,3,0,236,91,96,583,405,488,185,367,15,15,1
0,1.0,0,0,0,6,12,16,3,0,81,32,32,584,406,489,65,57,110,110,0
0,499.0,0,0,0,6,9,59,3,0,277,139,149,561,73,467,214,496,362,361,1
0,25000.0,0,0,0,6,12,8,3,0,282,3,103,585,91,490,215,499,365,363,1
0,25000.0,0,0,0,6,11,59,3,0,35,23,23,586,407,491,29,512,370,340,0
0,498.0,0,6540,0,6,11,58,3,1,283,137,147,587,43,33,211,479,23,24,1
0,1000.0,0,0,0,6,13,44,3,0,98,62,63,588,408,492,80,128,99,99,0
0,5000.0,0,0,0,6,13,40,3,0,87,44,44,123,97,102,71,318,92,193,0
0,120.0,0,0,0,6,18,33,3,0,242,60,61,589,24,493,78,513,371,370,0
0,200.9,0,4814,0,6,18,30,3,1,88,56,57,231,14,14,72,111,15,15,0
0,1.0,0,0,0,6,21,4,3,0,86,55,56,590,91,494,70,109,85,85,0
0,3000.0,0,0,0,6,19,14,3,0,146,43,43,591,409,495,116,514,372,371,0
0,1500.0,0,0,0,6,12,45,3,0,66,46,46,81,68,69,54,428,309,308,0
0,2000.0,0,0,0,6,19,53,3,0,284,117,123,592,354,496,163,515,373,372,1
0,31000.0,0,0,0,6,19,54,3,0,56,41,41,593,410,497,48,108,84,84,0
0,6000.0,0,0,0,6,10,15,3,0,64,45,45,594,13,498,52,516,374,145,1
0,3010.0,0,0,0,6,12,27,3,0,283,137,147,541,379,450,211,479,23,24,1
0,3500.0,0,0,0,6,12,29,3,0,285,71,135,595,411,499,201,517,375,373,0
0,2500.0,0,0,0,6,5,16,3,0,192,29,48,501,352,415,194,518,376,198,0
0,50.0,0,4121,0,6,5,12,3,1,207,78,81,307,11,36,167,302,15,15,0
0,12847.0,0,7322,0,6,14,38,3,1,17,13,13,596,32,33,17,519,114,374,0
0,15000.0,0,0,0,6,9,51,3,0,20,16,16,93,24,76,20,57,363,98,1
0,1000.0,0,0,0,6,12,6,3,0,286,51,151,597,139,500,62,98,77,77,0
0,7800.0,0,0,0,6,12,6,3,0,287,27,27,60,53,55,33,520,15,15,0
0,498.0,0,6540,0,6,12,1,3,1,272,137,147,486,32,33,211,479,23,24,1
0,498.0,0,6540,0,6,12,0,3,1,283,137,147,587,43,33,211,479,23,24,1
0,400.0,0,0,0,6,11,59,3,0,278,3,103,598,412,501,215,521,377,375,0
0,7000.0,0,0,0,6,9,36,3,0,190,110,116,599,413,502,154,265,23,24,1
0,1.0,0,0,0,6,9,33,3,0,174,100,106,600,139,503,140,239,23,24,0
0,7800.0,0,0,0,6,11,51,3,0,33,27,27,60,53,55,33,42,35,36,1
0,13000.0,0,0,0,6,13,54,3,0,77,29,52,96,76,79,63,99,78,78,1
0,50.0,0,0,0,6,17,42,3,0,288,59,60,601,24,504,77,522,20,21,0
0,4000.0,0,0,0,6,14,46,3,0,87,44,44,123,97,102,71,318,92,193,0
0,599.0,0,0,0,6,21,10,3,0,86,55,56,602,73,505,70,109,85,85,0
0,2000.0,0,0,0,6,19,17,3,0,207,78,81,603,331,506,167,302,15,15,0
0,499.0,0,0,0,6,19,54,3,0,284,117,123,592,354,496,163,523,378,376,1
0,1.0,0,0,0,6,6,31,3,0,151,86,90,410,287,332,120,524,250,377,0
0,25.0,0,0,0,6,5,25,3,0,178,24,24,41,39,41,30,525,379,378,0
0,3187.0,0,7322,0,6,4,31,3,1,289,101,107,604,43,33,141,526,380,379,0
0,45.0,0,0,0,6,4,53,3,0,207,78,81,605,414,507,167,302,15,15,0
0,35000.0,0,0,0,6,12,17,3,0,290,3,103,585,91,490,215,527,377,380,1
0,10000.0,0,0,0,6,12,21,3,0,291,51,51,606,415,508,218,528,381,381,0
0,5000.0,0,0,0,6,14,9,3,0,97,30,30,607,24,290,36,529,382,382,0
0,500.0,0,0,0,6,16,49,3,0,286,51,151,95,75,78,62,98,77,77,0
0,10000.0,0,0,0,6,20,50,3,0,109,63,64,152,104,110,81,147,100,114,1
0,1.0,0,0,0,6,23,37,3,0,292,141,152,608,416,509,219,530,383,383,0
0,15000.0,0,0,0,6,18,53,3,0,176,102,108,609,417,510,142,242,35,36,1
0,430.0,0,0,0,6,22,57,3,0,177,103,109,428,24,348,143,293,218,215,0
0,30.0,0,0,0,6,18,50,3,0,53,40,40,493,346,407,47,531,95,384,0
0,900.0,0,0,0,6,19,41,3,0,293,95,100,610,418,511,220,532,384,385,0
0,4000.0,0,0,0,6,21,54,3,0,278,3,103,611,419,512,215,533,385,386,0
0,2000.0,0,0,0,6,20,5,3,0,40,33,33,612,420,513,39,52,23,24,0
0,107.0,0,4814,0,6,18,21,3,1,294,142,153,613,11,36,221,534,386,387,0
0,2000.0,0,0,0,6,18,41,3,0,8,6,6,614,421,514,222,535,387,388,1
0,1616.0,0,0,0,6,18,40,3,0,45,37,37,615,422,515,43,61,35,36,0
0,500.0,0,0,0,6,22,28,3,0,147,7,7,616,219,246,53,84,23,24,0
0,8000.0,0,0,0,6,16,4,3,0,159,91,96,557,171,463,128,536,256,389,0
0,49000.0,0,0,0,6,13,6,3,0,238,100,106,581,139,486,140,239,23,24,0
0,280.0,0,4900,0,6,15,48,3,1,114,70,71,427,14,14,93,346,116,248,0
0,1500.0,0,0,0,6,15,47,3,0,114,70,71,617,423,516,93,152,116,117,0
0,352.0,0,4814,0,6,13,31,3,1,226,99,105,259,32,33,181,537,388,390,0
0,13199.0,0,0,0,6,13,35,3,0,295,101,107,618,424,517,223,538,35,36,0
0,44400.0,0,0,0,6,13,33,3,0,296,136,146,619,425,518,210,539,389,391,1
0,200.0,0,0,0,7,11,3,4,0,156,89,93,620,426,519,125,207,15,15,0
0,2600.0,0,0,0,6,17,26,3,0,159,91,96,557,171,463,128,540,256,392,0
0,30000.0,0,0,0,6,14,14,3,0,52,26,26,621,35,520,46,493,360,53,1
0,32000.0,0,0,0,6,14,13,3,0,52,26,26,621,35,520,46,493,360,53,1
0,7000.0,0,0,0,6,14,9,3,0,100,64,65,622,427,521,82,435,320,113,1
0,6500.0,0,0,0,6,13,58,3,0,37,30,30,623,428,522,36,541,233,382,0
0,29.0,0,4814,0,6,13,55,3,1,100,64,65,231,14,14,82,130,101,101,0
0,11000.0,0,0,0,6,13,57,3,0,37,30,30,341,242,276,36,541,233,382,0
0,2.0,0,0,0,6,21,29,3,0,79,30,30,624,429,83,36,100,79,79,0
0,35000.0,0,0,0,6,21,27,3,0,125,74,77,625,430,523,101,165,23,24,0
0,33.0,0,4814,0,6,21,25,3,1,297,143,154,544,43,33,224,542,23,24,0
0,900.0,0,0,0,6,19,27,3,0,284,117,123,592,354,496,163,543,390,372,1
0,1293.0,0,0,0,6,19,59,3,0,202,116,122,626,431,524,162,380,279,276,0
0,50.0,0,0,0,6,20,32,3,0,99,63,64,133,104,110,81,129,100,100,0
0,2000.0,0,0,0,6,18,41,3,0,181,6,6,614,421,514,222,535,387,388,1
0,45000.0,0,0,0,6,18,35,3,0,298,134,144,627,170,525,206,544,391,393,1
0,13000.0,0,0,0,6,16,7,3,0,37,30,30,99,79,82,36,103,81,81,0
0,49000.0,0,0,0,6,13,6,3,0,174,100,106,600,139,503,140,239,23,24,0
0,2200.0,0,0,0,6,12,56,3,0,65,7,7,80,67,68,53,84,23,24,0
0,1000.0,0,0,0,6,12,57,3,0,100,64,65,540,378,449,82,477,101,347,0
0,496.0,0,6540,0,6,13,36,3,1,226,99,105,486,32,33,181,537,388,390,1
0,3140.0,0,0,0,6,13,29,3,0,299,32,32,104,83,87,65,102,23,24,1
0,50000.0,0,0,0,7,11,6,4,0,76,51,51,628,55,526,62,98,77,77,1
0,352.0,0,4814,0,7,18,8,4,1,86,55,56,259,32,33,70,109,85,85,0
0,1000.0,0,0,0,7,18,4,4,0,175,101,107,629,432,527,141,545,392,394,0
0,19.0,0,4814,0,7,19,25,4,1,300,89,93,48,43,33,174,324,23,24,0
0,1650.99,0,0,0,7,17,49,4,0,251,129,138,630,433,528,193,419,35,36,1
0,500.0,0,0,0,7,19,11,4,0,116,71,72,158,35,130,94,546,393,395,1
0,7250.0,0,0,0,7,12,37,4,0,28,22,22,160,119,129,28,547,394,119,1
0,1500.0,0,0,0,7,12,37,4,0,281,140,150,575,171,480,217,548,395,396,0
0,1.0,0,0,0,7,10,33,4,0,24,18,18,631,434,529,24,502,366,365,0
0,17000.0,0,0,0,7,14,49,4,0,46,38,38,632,435,530,44,62,15,15,0
0,200.0,0,0,0,7,17,15,4,0,93,59,60,121,95,100,77,117,15,15,0
